decall;dxcall;freq;band;S/N;datetime;country;continent;mode;decontinent;dxcontinent;de_country;skimmode
VE3/N2WQ;GM4FDM;21105.27;15M;22;2016-02-14 13:43;England;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;SP9KR;21100.11;15M;28;2016-02-14 13:43;Poland;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;DR5N;21108.89;15M;26;2016-02-14 13:43;Fed. Rep. of Germany;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;9A1700SBD;14016.1;20M;11;2016-02-14 13:43;Croatia;  EU;CW;NA;EU;Canada;  NA;CQ
VE3/N2WQ;KZ3XC;21090.67;15M;21;2016-02-14 13:43;United States;  NA;RTTY;NA;NA;Canada;  NA;CQ
VE3/N2WQ;IQ1RY;14092.55;20M;28;2016-02-14 13:43;Italy;  EU;RTTY;NA;EU;Canada;  NA;CQ
HA1VHF;DM3AF;10108.0;30M;11;2016-02-14 13:43;Fed. Rep. of Germany;  EU;CW;EU;EU;Hungary;  EU;CQ
HA1VHF;YO4AAC;7018.3;40M;13;2016-02-14 13:43;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
HA1VHF;EG3TOR;14033.0;20M;26;2016-02-14 13:43;Spain;  EU;CW;EU;EU;Hungary;  EU;CQ
HA1VHF;YO3AAJ;7016.1;40M;30;2016-02-14 13:43;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
K1TTT;IT9WDC;21092.5;15M;41;2016-02-14 13:43;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;VA7KO;7040.4;40M;33;2016-02-14 13:43;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
K1TTT;KB8GAE;7042.5;40M;36;2016-02-14 13:43;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
K1TTT;EC7RC;14090.6;20M;24;2016-02-14 13:43;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;SP9KR;21100.2;15M;19;2016-02-14 13:43;Poland;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;UN4PG;21079.7;15M;9;2016-02-14 13:43;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;DK6CQ;14096.6;20M;23;2016-02-14 13:43;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;W4GKM;14098.9;20M;53;2016-02-14 13:43;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
DF4UE;LN5O;7047.99;40M;16;2016-02-14 13:43;Norway;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;4U1UN;24930.0;12M;20;2016-02-14 13:43;United Nations HQ;  NA;CW;EU;NA;Fed. Rep. of Germany;  EU;null
DF4UE;YO3AAJ;7016.0;40M;9;2016-02-14 13:43;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;K4DZQ;24922.7;12M;23;2016-02-14 13:43;United States;  NA;PSK31;EU;NA;Fed. Rep. of Germany;  EU;CQ
ON6ZQ;9A1700SBD;14016.2;20M;50;2016-02-14 13:43;Croatia;  EU;CW;EU;EU;Belgium;  EU;CQ
ON6ZQ;EG3TOR;14033.0;20M;25;2016-02-14 13:43;Spain;  EU;CW;EU;EU;Belgium;  EU;CQ
EA5WU;9A1700SBD;14016.1;20M;26;2016-02-14 13:43;Croatia;  EU;CW;EU;EU;Spain;  EU;CQ
EA5WU;W4GKM;21085.1;15M;43;2016-02-14 13:43;United States;  NA;RTTY;EU;NA;Spain;  EU;CQ
EA5WU;RJ4I;21094.8;15M;24;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;NR4M;14083.2;20M;20;2016-02-14 13:43;United States;  NA;RTTY;EU;NA;Spain;  EU;CQ
EA5WU;RZ3DC;21090.8;15M;37;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;YU5D;7011.1;40M;10;2016-02-14 13:43;Serbia;  EU;CW;EU;EU;Spain;  EU;CQ
EA5WU;RK3PWR;14082.9;20M;30;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Spain;  EU;CQ
N7TR;DX3R;7038.0;40M;21;2016-02-14 13:43;Philippines;  OC;RTTY;NA;OC;United States;  NA;CQ
N0TA;K4US;7035.1;40M;4;2016-02-14 13:43;United States;  NA;CW;NA;NA;United States;  NA;CQ
ZL2RV;W7SW;7006.1;40M;6;2016-02-14 13:43;United States;  NA;CW;OC;NA;New Zealand;  OC;CQ
KM3T;I2BZN;21081.13;15M;10;2016-02-14 13:43;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;E7TT;28083.71;10M;36;2016-02-14 13:43;Bosnia-Herzegovina;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;W2RAN;7117.0;40M;37;2016-02-14 13:43;United States;  NA;CW;NA;NA;United States;  NA;CQ
KM3T;SP9KR;21100.19;15M;39;2016-02-14 13:43;Poland;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;HG7T;21089.95;15M;32;2016-02-14 13:43;Hungary;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;EG3TOR;14033.0;20M;11;2016-02-14 13:43;Spain;  EU;CW;NA;EU;United States;  NA;CQ
KM3T;EC7RC;14090.64;20M;10;2016-02-14 13:43;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;RA9AEA;21083.99;15M;24;2016-02-14 13:43;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;RJ4I;21094.76;15M;13;2016-02-14 13:43;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;UN4PG;21079.65;15M;9;2016-02-14 13:43;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;DK6CQ;14096.54;20M;36;2016-02-14 13:43;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;UT7E;21097.48;15M;34;2016-02-14 13:43;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;NY4I;21078.7;15M;14;2016-02-14 13:43;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WA7LNW;VA7KO;7040.38;40M;44;2016-02-14 13:43;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
WA7LNW;BG3UPA;7039.66;40M;12;2016-02-14 13:43;China;  AS;RTTY;NA;AS;United States;  NA;CQ
PA1T;EG3TOR;14033.2;20M;13;2016-02-14 13:43;Spain;  EU;CW;EU;EU;Netherlands;  EU;CQ
PA1T;LZ1FAX;14023.2;20M;16;2016-02-14 13:43;Bulgaria;  EU;CW;EU;EU;Netherlands;  EU;CQ
F6IIT;FG/F5HRY;28015.1;10M;12;2016-02-14 13:43;France;  EU;CW;EU;EU;France;  EU;CQ
W4KKN;EG3TOR;14033.0;20M;12;2016-02-14 13:43;Spain;  EU;CW;NA;EU;United States;  NA;CQ
UD4FD;YO4AAC;7018.2;40M;11;2016-02-14 13:43;Romania;  EU;CW;EU;EU;European Russia;  EU;CQ
UD4FD;9A1700SBD;14016.0;20M;26;2016-02-14 13:43;Croatia;  EU;CW;EU;EU;European Russia;  EU;CQ
UD4FD;YO3AAJ;7016.0;40M;11;2016-02-14 13:43;Romania;  EU;CW;EU;EU;European Russia;  EU;CQ
UD4FD;YO6KNE;7012.1;40M;14;2016-02-14 13:43;Romania;  EU;CW;EU;EU;European Russia;  EU;CQ
UD4FD;HB9LCY;28018.2;10M;19;2016-02-14 13:43;Switzerland;  EU;CW;EU;EU;European Russia;  EU;CQ
JG1VGX;RK0UT;7042.5;40M;8;2016-02-14 13:43;European Russia;  EU;RTTY;AS;EU;Japan;  AS;CQ
F1ZNS;RK3PWR;14082.9;20M;26;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;France;  EU;CQ
F1ZNS;K8SEU;14081.6;20M;34;2016-02-14 13:43;United States;  NA;RTTY;EU;NA;France;  EU;CQ
F1ZNS;9A1A;28083.4;10M;44;2016-02-14 13:43;Croatia;  EU;RTTY;EU;EU;France;  EU;CQ
F1ZNS;RA/UY8MM;21014.0;15M;6;2016-02-14 13:43;European Russia;  EU;CW;EU;EU;France;  EU;CQ
IK3STG;EG3TOR;14033.0;20M;5;2016-02-14 13:43;Spain;  EU;CW;EU;EU;Italy;  EU;CQ
IK3STG;YO3AAJ;7016.0;40M;19;2016-02-14 13:43;Romania;  EU;CW;EU;EU;Italy;  EU;CQ
IK3STG;LZ1FAX;14023.0;20M;22;2016-02-14 13:43;Bulgaria;  EU;CW;EU;EU;Italy;  EU;CQ
HA2KSD;YO4AAC;7018.3;40M;16;2016-02-14 13:43;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
HA2KSD;9A2KD;7020.1;40M;46;2016-02-14 13:43;Croatia;  EU;CW;EU;EU;Hungary;  EU;CQ
TF3Y;EG3TOR;14033.0;20M;12;2016-02-14 13:43;Spain;  EU;CW;EU;EU;Iceland;  EU;CQ
TF3Y;LZ1FAX;14023.0;20M;17;2016-02-14 13:43;Bulgaria;  EU;CW;EU;EU;Iceland;  EU;CQ
KJ4SPG;W0ELT;7060.2;40M;22;2016-02-14 13:43;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
DK9IP;EG3TOR;14033.0;20M;22;2016-02-14 13:43;Spain;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK9IP;LZ1FAX;14023.0;20M;28;2016-02-14 13:43;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK9IP;YU5D;7011.1;40M;18;2016-02-14 13:43;Serbia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
SV1DPJ;RW3XZ;21101.4;15M;24;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV1DPJ;F4DPW;21101.0;15M;14;2016-02-14 13:43;France;  EU;RTTY;EU;EU;Greece;  EU;CQ
S50ARX;YO5OHY;14085.2;20M;9;2016-02-14 13:43;Romania;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;EG3TOR;14033.0;20M;20;2016-02-14 13:43;Spain;  EU;CW;EU;EU;Slovenia;  EU;CQ
S50ARX;IQ9UI;28099.3;10M;6;2016-02-14 13:43;Italy;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;YO4AAC;7018.3;40M;9;2016-02-14 13:43;Romania;  EU;CW;EU;EU;Slovenia;  EU;CQ
S50ARX;AC0C;14088.9;20M;22;2016-02-14 13:43;United States;  NA;RTTY;EU;NA;Slovenia;  EU;CQ
S50ARX;UX5IO;14102.4;20M;30;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;YO3AAJ;7016.0;40M;27;2016-02-14 13:43;Romania;  EU;CW;EU;EU;Slovenia;  EU;CQ
S50ARX;EC7RC;14090.6;20M;30;2016-02-14 13:43;Spain;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;LZ1FAX;14023.0;20M;33;2016-02-14 13:43;Bulgaria;  EU;CW;EU;EU;Slovenia;  EU;CQ
S50ARX;RW0A;7050.3;40M;13;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;NV9L;14108.5;20M;22;2016-02-14 13:43;United States;  NA;RTTY;EU;NA;Slovenia;  EU;CQ
S50ARX;P49X;28087.7;10M;9;2016-02-14 13:43;Aruba;  SA;RTTY;EU;SA;Slovenia;  EU;CQ
S50ARX;TA1EA;14084.1;20M;39;2016-02-14 13:43;Asiatic Turkey;  AS;RTTY;EU;AS;Slovenia;  EU;CQ
DR2W;EC7RC;14090.6;20M;18;2016-02-14 13:43;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;EG3TOR;14032.9;20M;19;2016-02-14 13:43;Spain;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;EE7Y;21118.8;15M;38;2016-02-14 13:43;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;R9SN;21095.4;15M;14;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;LZ1FAX;14022.9;20M;26;2016-02-14 13:43;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;TF3CY;14074.9;20M;26;2016-02-14 13:43;Iceland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;UT7E;21097.4;15M;48;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;LN5O;7047.9;40M;13;2016-02-14 13:43;Norway;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;HB9CRV;21114.2;15M;12;2016-02-14 13:43;Switzerland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;K3RA;21093.9;15M;27;2016-02-14 13:43;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DR2W;UN7MMM;21079.6;15M;22;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
N6TV;NA6O;7051.4;40M;15;2016-02-14 13:43;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
F1ZNS;EC7RC;14090.6;20M;24;2016-02-14 13:43;Spain;  EU;RTTY;EU;EU;France;  EU;CQ
F1ZNS;ES1O;21088.9;15M;39;2016-02-14 13:43;Estonia;  EU;RTTY;EU;EU;France;  EU;CQ
F1ZNS;F5BZB;28081.3;10M;8;2016-02-14 13:43;France;  EU;RTTY;EU;EU;France;  EU;CQ
F1ZNS;R4WT;28085.7;10M;9;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;France;  EU;CQ
F1ZNS;NR4M;14083.2;20M;15;2016-02-14 13:43;United States;  NA;RTTY;EU;NA;France;  EU;CQ
F1ZNS;EG3TOR;14033.0;20M;26;2016-02-14 13:43;Spain;  EU;CW;EU;EU;France;  EU;CQ
F1ZNS;9A1700SBD;14016.1;20M;30;2016-02-14 13:43;Croatia;  EU;CW;EU;EU;France;  EU;CQ
F1ZNS;LZ1FAX;14023.0;20M;15;2016-02-14 13:43;Bulgaria;  EU;CW;EU;EU;France;  EU;CQ
WA3OPY;KB2OEV;21032.2;15M;5;2016-02-14 13:43;United States;  NA;CW;NA;NA;United States;  NA;CQ
HB9BXE;YO3AAJ;7016.0;40M;8;2016-02-14 13:43;Romania;  EU;CW;EU;EU;Switzerland;  EU;CQ
F5RRS;FG5LA;28082.1;10M;20;2016-02-14 13:43;France;  EU;RTTY;EU;EU;France;  EU;CQ
F5RRS;EC7RC;14090.8;20M;21;2016-02-14 13:43;Spain;  EU;RTTY;EU;EU;France;  EU;CQ
F5RRS;9A2KD;7020.2;40M;14;2016-02-14 13:43;Croatia;  EU;CW;EU;EU;France;  EU;CQ
F5RRS;AC0C;14089.1;20M;12;2016-02-14 13:43;United States;  NA;RTTY;EU;NA;France;  EU;CQ
F5RRS;YU5D;7011.2;40M;8;2016-02-14 13:43;Serbia;  EU;CW;EU;EU;France;  EU;CQ
F5RRS;SM5INC;18079.0;17M;19;2016-02-14 13:43;Sweden;  EU;CW;EU;EU;France;  EU;CQ
NN3RP;IZ3SQW;14093.5;20M;12;2016-02-14 13:43;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
NN3RP;NR4M;14083.21;20M;12;2016-02-14 13:43;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
NN3RP;IQ1RY;14092.62;20M;17;2016-02-14 13:43;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
R2AT;LX7I;21092.4;15M;21;2016-02-14 13:43;Luxembourg;  EU;RTTY;EU;EU;European Russia;  EU;CQ
DL9GTB;RJ4I;21094.8;15M;34;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;G8HDK;14123.7;20M;63;2016-02-14 13:43;England;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;UN4PG;21079.6;15M;26;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;SM6BGG;21089.4;15M;41;2016-02-14 13:43;Sweden;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;DM200PZL;21113.8;15M;20;2016-02-14 13:43;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;HB9CRV;21114.3;15M;15;2016-02-14 13:43;Switzerland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;PD2GSP;14090.2;20M;15;2016-02-14 13:43;Netherlands;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;YL6W;14094.4;20M;39;2016-02-14 13:43;Latvia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;LU5FF;14106.8;20M;37;2016-02-14 13:43;Argentina;  SA;RTTY;EU;SA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;K3RA;21094.0;15M;26;2016-02-14 13:43;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;2E0DSQ;14122.4;20M;32;2016-02-14 13:43;England;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;UN7MMM;21079.7;15M;38;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;IZ8EPX;21113.3;15M;60;2016-02-14 13:43;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;RG5A;14119.5;20M;32;2016-02-14 13:43;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
K1TTT;XP3A;24892.1;12M;8;2016-02-14 13:43;Greenland;  NA;CW;NA;NA;United States;  NA;CQ
VU2PTT;TA1EE;14084.1;20M;10;2016-02-14 13:43;Asiatic Turkey;  AS;RTTY;AS;AS;India;  AS;CQ
VU2PTT;YB1RUS;14081.12;20M;15;2016-02-14 13:43;Indonesia;  OC;RTTY;AS;OC;India;  AS;CQ
DJ3AK;LZ1FAX;14023.0;20M;20;2016-02-14 13:43;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
ON5KQ;YO3AAJ;7016.1;40M;11;2016-02-14 13:44;Romania;  EU;CW;EU;EU;Belgium;  EU;CQ
ON5KQ;YO4AAC;7018.3;40M;28;2016-02-14 13:44;Romania;  EU;CW;EU;EU;Belgium;  EU;CQ
ON5KQ;RA3SS;18073.2;17M;28;2016-02-14 13:44;European Russia;  EU;CW;EU;EU;Belgium;  EU;CQ
ON5KQ;KB2OEV;21032.1;15M;13;2016-02-14 13:44;United States;  NA;CW;EU;NA;Belgium;  EU;CQ
ON5KQ;R9WJ;14012.1;20M;7;2016-02-14 13:44;European Russia;  EU;CW;EU;EU;Belgium;  EU;CQ
K3LR;WA9CWX;3552.1;80M;26;2016-02-14 13:44;United States;  NA;CW;NA;NA;United States;  NA;CQ
K3LR;W2RAN;7116.8;40M;31;2016-02-14 13:44;United States;  NA;CW;NA;NA;United States;  NA;CQ
SV8RV;RJ4I;21094.8;15M;18;2016-02-14 13:44;European Russia;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;EG3TOR;14033.0;20M;21;2016-02-14 13:44;Spain;  EU;CW;EU;EU;Greece;  EU;CQ
SV8RV;IQ1RY;14092.6;20M;23;2016-02-14 13:44;Italy;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;IZ4NIC;14097.9;20M;32;2016-02-14 13:44;Italy;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;YO3AAJ;7016.1;40M;7;2016-02-14 13:44;Romania;  EU;CW;EU;EU;Greece;  EU;CQ
SV8RV;DK6CQ;14096.6;20M;14;2016-02-14 13:44;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;S54JK;14072.6;20M;19;2016-02-14 13:44;Slovenia;  EU;PSK63;EU;EU;Greece;  EU;CQ
NC7J;K7JR;7045.51;40M;28;2016-02-14 13:44;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
NC7J;W0ELT;7060.24;40M;24;2016-02-14 13:44;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
K7EG;WF5E;7039.3;40M;9;2016-02-14 13:44;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
JA4ZRK;JT1AA;7010.1;40M;11;2016-02-14 13:44;Mongolia;  AS;CW;AS;AS;Japan;  AS;CQ
W3UA;EG3TOR;14032.9;20M;14;2016-02-14 13:44;Spain;  EU;CW;NA;EU;United States;  NA;CQ
DK0TE;LZ1FAX;14023.0;20M;25;2016-02-14 13:44;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK0TE;UX7UA;21030.0;15M;9;2016-02-14 13:44;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
KU7T;VA7KO;7040.4;40M;32;2016-02-14 13:44;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
DF7GB;YO3AAJ;7016.1;40M;13;2016-02-14 13:44;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF7GB;PA3EDR;7035.3;40M;4;2016-02-14 13:44;Netherlands;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
9K2HN;YO6KNE;7012.1;40M;5;2016-02-14 13:44;Romania;  EU;CW;AS;EU;Kuwait;  AS;CQ
WZ7I;AA5AU;21133.62;15M;39;2016-02-14 13:44;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;EB1EB;21125.33;15M;23;2016-02-14 13:44;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;HB9CRV;21114.28;15M;21;2016-02-14 13:44;Switzerland;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;IK4DCX;21086.2;15M;29;2016-02-14 13:44;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;LZ4AE;14101.51;20M;20;2016-02-14 13:44;Bulgaria;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;9A5K;21116.73;15M;22;2016-02-14 13:44;Croatia;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;YL3GDM;14088.47;20M;18;2016-02-14 13:44;Latvia;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;W0ELT;7060.22;40M;38;2016-02-14 13:44;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;IZ3SQW;14093.48;20M;18;2016-02-14 13:44;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;LY98O;14123.35;20M;33;2016-02-14 13:44;Lithuania;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;IQ1RY;14092.59;20M;28;2016-02-14 13:44;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;RG5A;14119.44;20M;19;2016-02-14 13:44;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;NC0DX;7057.67;40M;29;2016-02-14 13:44;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;SQ6PNP;14131.19;20M;9;2016-02-14 13:44;Poland;  EU;RTTY;NA;EU;United States;  NA;CQ
OE6TZE;YO3AAJ;7016.1;40M;22;2016-02-14 13:44;Romania;  EU;CW;EU;EU;Austria;  EU;CQ
OE6TZE;YO2GL;7022.0;40M;24;2016-02-14 13:44;Romania;  EU;CW;EU;EU;Austria;  EU;CQ
JK4USW;RW0A;7050.2;40M;26;2016-02-14 13:44;European Russia;  EU;RTTY;AS;EU;Japan;  AS;CQ
JK4USW;K7JR;7045.5;40M;23;2016-02-14 13:44;United States;  NA;RTTY;AS;NA;Japan;  AS;CQ
DF4UE;OK1MSP;14107.96;20M;11;2016-02-14 13:44;Czech Republic;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;EC7RC;14090.73;20M;24;2016-02-14 13:44;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;PY2NY;28108.91;10M;18;2016-02-14 13:44;Brazil;  SA;RTTY;EU;SA;Fed. Rep. of Germany;  EU;CQ
DF4UE;LZ1FAX;14023.0;20M;25;2016-02-14 13:44;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;K7BV;14095.59;20M;23;2016-02-14 13:44;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DF4UE;K3RA;21093.97;15M;33;2016-02-14 13:44;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DF4UE;UN7MMM;21079.73;15M;12;2016-02-14 13:44;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;W4GKM;21085.12;15M;31;2016-02-14 13:44;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DF4UE;HB9CRV;21114.29;15M;14;2016-02-14 13:44;Switzerland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;G6ZBO;14071.7;20M;31;2016-02-14 13:44;England;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;RW3PK;28016.0;10M;19;2016-02-14 13:44;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;DJ8OG;21131.39;15M;8;2016-02-14 13:44;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;4Z5OZ;28115.15;10M;38;2016-02-14 13:44;Israel;  AS;RTTY;EU;AS;Fed. Rep. of Germany;  EU;CQ
DF4UE;OH7EBA;14093.94;20M;30;2016-02-14 13:44;Finland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;FS/F8AAN;28001.0;10M;12;2016-02-14 13:44;France;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
CX7ACH;UT7E;21097.7;15M;10;2016-02-14 13:44;European Russia;  EU;RTTY;SA;EU;Uruguay;  SA;CQ
CX7ACH;S50R;21105.2;15M;7;2016-02-14 13:44;Slovenia;  EU;RTTY;SA;EU;Uruguay;  SA;CQ
CX7ACH;IZ4NIC;14097.9;20M;6;2016-02-14 13:44;Italy;  EU;RTTY;SA;EU;Uruguay;  SA;CQ
CX7ACH;UA4FX;21096.6;15M;5;2016-02-14 13:44;European Russia;  EU;RTTY;SA;EU;Uruguay;  SA;CQ
HA6PX;YO3AAJ;7016.1;40M;13;2016-02-14 13:44;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
HA6PX;IZ0UIN;7043.4;40M;26;2016-02-14 13:44;Italy;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;UR4MG;7044.0;40M;32;2016-02-14 13:44;European Russia;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;UN7MMM;21079.7;15M;46;2016-02-14 13:44;European Russia;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;EK4JJ;28011.1;10M;8;2016-02-14 13:44;Armenia;  AS;CW;EU;AS;Hungary;  EU;CQ
HA6PX;LN5O;7048.0;40M;17;2016-02-14 13:44;Norway;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;IK8SEU;14081.6;20M;48;2016-02-14 13:44;Italy;  EU;RTTY;EU;EU;Hungary;  EU;CQ
