decall;dxcall;freq;band;S/N;datetime;country;continent;mode;decontinent;dxcontinent;de_country;skimmode
OE6TZE;YO2GL;7014.9;40M;18;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Austria;  EU;CQ
DF4UE;UY2IF;28095.42;10M;10;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;GM4FDM;21105.38;15M;14;2016-02-14 13:36;England;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
CX7ACH;OG2P;21132.6;15M;10;2016-02-14 13:36;Finland;  EU;RTTY;SA;EU;Uruguay;  SA;CQ
CX7ACH;SQ9V;21111.3;15M;5;2016-02-14 13:36;Poland;  EU;RTTY;SA;EU;Uruguay;  SA;CQ
DF4UE;V55V;21101.91;15M;32;2016-02-14 13:36;Namibia;  AF;RTTY;EU;AF;Fed. Rep. of Germany;  EU;CQ
DF4UE;UY5ZZ;14107.15;20M;49;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;N2BJ;21129.4;15M;37;2016-02-14 13:36;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DF4UE;F5BSB;28090.56;10M;11;2016-02-14 13:36;France;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;EA8PT;28105.58;10M;22;2016-02-14 13:36;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;UW3U;14089.59;20M;41;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;FG5LA;28081.75;10M;32;2016-02-14 13:36;France;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;UY9IF;14070.4;20M;26;2016-02-14 13:36;European Russia;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;ES5Q;21124.0;15M;11;2016-02-14 13:36;Estonia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;OH2GIP;21071.1;15M;36;2016-02-14 13:36;Finland;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
HA6PX;UY5ZZ;14107.1;20M;47;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;YU1ML;7028.7;40M;22;2016-02-14 13:36;Serbia;  EU;CW;EU;EU;Hungary;  EU;CQ
HA6PX;YO2GL;7014.9;40M;34;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
HA6PX;YO4FTE;7021.0;40M;18;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
HA6PX;US4VII;21122.0;15M;11;2016-02-14 13:36;European Russia;  EU;CW;EU;EU;Hungary;  EU;CQ
WE9V;JL3JRY;7036.57;40M;15;2016-02-14 13:36;Japan;  AS;RTTY;NA;AS;United States;  NA;CQ
WE9V;YL6W;21091.81;15M;5;2016-02-14 13:36;Latvia;  EU;RTTY;NA;EU;United States;  NA;CQ
WE9V;W2GR;14099.27;20M;10;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
PJ2A;RA1TI;28024.9;10M;6;2016-02-14 13:36;European Russia;  EU;CW;SA;EU;Curacao;  SA;CQ
PJ2A;TF3JB;28002.8;10M;2;2016-02-14 13:36;Iceland;  EU;CW;SA;EU;Curacao;  SA;CQ
DJ9IE;E71EEE;7033.63;40M;8;2016-02-14 13:36;Bosnia-Herzegovina;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ9IE;E74Y;7017.43;40M;26;2016-02-14 13:36;Bosnia-Herzegovina;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ9IE;YO2GL;7014.83;40M;12;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ9IE;SQ5NWA;10119.0;30M;17;2016-02-14 13:36;Poland;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
W3OA;C37URA;14093.0;20M;19;2016-02-14 13:36;Andorra;  EU;RTTY;NA;EU;United States;  NA;CQ
W3OA;S51AF;14094.8;20M;15;2016-02-14 13:36;Slovenia;  EU;RTTY;NA;EU;United States;  NA;CQ
W3OA;IZ1RYS;21094.5;15M;22;2016-02-14 13:36;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
DJ9IE;4X6TU;21150.1;15M;18;2016-02-14 13:36;Israel;  AS;CW;EU;AS;Fed. Rep. of Germany;  EU;null
DJ9IE;9A2N;18088.0;17M;16;2016-02-14 13:36;Croatia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
EI6BT;FG5LA;28081.7;10M;20;2016-02-14 13:36;France;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;UW3U;14089.6;20M;43;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;IZ1RYS;21094.4;15M;41;2016-02-14 13:36;Italy;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;EV1R;14092.3;20M;33;2016-02-14 13:36;Belarus;  EU;RTTY;EU;EU;Ireland;  EU;CQ
KO7SS;JR2SBA;7002.5;40M;9;2016-02-14 13:36;Japan;  AS;CW;NA;AS;United States;  NA;CQ
KO7SS;VE7CC;7040.0;40M;31;2016-02-14 13:36;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
SE0X;YO2GL;7014.9;40M;21;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Sweden;  EU;CQ
SE0X;YO4FTE;7021.0;40M;14;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Sweden;  EU;CQ
GW8IZR;E74Y;7017.4;40M;15;2016-02-14 13:36;Bosnia-Herzegovina;  EU;CW;EU;EU;England;  EU;CQ
GW8IZR;YO2GL;7014.8;40M;5;2016-02-14 13:36;Romania;  EU;CW;EU;EU;England;  EU;CQ
VE3/N2WQ;SV9COL;21092.88;15M;17;2016-02-14 13:36;Greece;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;NC4AK;14087.16;20M;25;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;Canada;  NA;CQ
VE3/N2WQ;RA9AEA;21083.91;15M;16;2016-02-14 13:36;European Russia;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;KA6BPV;7060.84;40M;29;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;Canada;  NA;CQ
VE3/N2WQ;UW3U;14089.52;20M;31;2016-02-14 13:36;European Russia;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;IZ1RYS;21094.35;15M;25;2016-02-14 13:36;Italy;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;DF4PD;21089.6;15M;14;2016-02-14 13:36;Fed. Rep. of Germany;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;PY2FHF;21106.14;15M;15;2016-02-14 13:36;Brazil;  SA;RTTY;NA;SA;Canada;  NA;CQ
UZ2HZ;PY2NY;28108.9;10M;23;2016-02-14 13:36;Brazil;  SA;RTTY;EU;SA;European Russia;  EU;CQ
F1ZNS;A96A;21088.1;15M;17;2016-02-14 13:36;Bahrain;  AS;RTTY;EU;AS;France;  EU;CQ
F1ZNS;UW3U;14089.6;20M;33;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;France;  EU;CQ
F1ZNS;NR4M;28084.5;10M;9;2016-02-14 13:36;United States;  NA;RTTY;EU;NA;France;  EU;CQ
OZ5W;CQ3B;21026.9;15M;13;2016-02-14 13:36;Portugal;  EU;CW;EU;EU;Denmark;  EU;CQ
OZ5W;FG/F5HRY;21015.9;15M;3;2016-02-14 13:36;France;  EU;CW;EU;EU;Denmark;  EU;CQ
HA1VHF;US5ETV;18077.8;17M;42;2016-02-14 13:36;European Russia;  EU;CW;EU;EU;Hungary;  EU;CQ
HA1VHF;YO2GL;7014.8;40M;39;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
HA1VHF;YO4FTE;7021.0;40M;23;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
PA0MBO;E74Y;7017.4;40M;9;2016-02-14 13:36;Bosnia-Herzegovina;  EU;CW;EU;EU;Netherlands;  EU;CQ
K1TTT;UW3U;14089.6;20M;49;2016-02-14 13:36;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;EA1BD;21095.3;15M;15;2016-02-14 13:36;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;IZ1RYS;21094.7;15M;28;2016-02-14 13:36;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;OM5CD;21090.3;15M;20;2016-02-14 13:36;Slovak Republic;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;DR5N;21109.0;15M;33;2016-02-14 13:36;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;NN4MM;21100.3;15M;14;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
DF4UE;E74Y;7017.4;40M;36;2016-02-14 13:36;Bosnia-Herzegovina;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;YO2GL;7014.8;40M;14;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;RV3SBS;18100.5;17M;23;2016-02-14 13:36;European Russia;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;UR6EO;24922.6;12M;42;2016-02-14 13:36;European Russia;  EU;PSK63;EU;EU;Fed. Rep. of Germany;  EU;CQ
KH6LC;JR2SBA;7002.5;40M;7;2016-02-14 13:36;Japan;  AS;CW;NA;AS;United States;  NA;CQ
ON6ZQ;E74Y;7017.4;40M;29;2016-02-14 13:36;Bosnia-Herzegovina;  EU;CW;EU;EU;Belgium;  EU;CQ
ON6ZQ;Z37CEF;7027.6;40M;15;2016-02-14 13:36;Macedonia;  EU;CW;EU;EU;Belgium;  EU;CQ
ON6ZQ;LZ3V;7022.9;40M;11;2016-02-14 13:36;Bulgaria;  EU;CW;EU;EU;Belgium;  EU;CQ
N7TR;N4CD;7056.5;40M;17;2016-02-14 13:36;United States;  NA;CW;NA;NA;United States;  NA;CQ
EA5WU;RA1TI;28025.0;10M;11;2016-02-14 13:36;European Russia;  EU;CW;EU;EU;Spain;  EU;CQ
EA5WU;FG/F5HRY;21015.9;15M;8;2016-02-14 13:36;France;  EU;CW;EU;EU;Spain;  EU;CQ
EA5WU;OK1KSL;14084.5;20M;26;2016-02-14 13:36;Czech Republic;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;RU5TT;14087.9;20M;17;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;EA1BD;21095.3;15M;15;2016-02-14 13:36;Spain;  EU;RTTY;EU;EU;Spain;  EU;CQ
KM3T;K8MP;7116.0;40M;26;2016-02-14 13:36;United States;  NA;CW;NA;NA;United States;  NA;CQ
KM3T;IW3HXR;14060.67;20M;14;2016-02-14 13:36;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;N1KWF;28094.0;10M;37;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KM3T;9A2N;18088.0;17M;9;2016-02-14 13:36;Croatia;  EU;CW;NA;EU;United States;  NA;CQ
KM3T;IZ1RYS;21094.43;15M;27;2016-02-14 13:36;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;W9DLN;14126.0;20M;10;2016-02-14 13:36;United States;  NA;CW;NA;NA;United States;  NA;CQ
KM3T;RW3XZ;21101.43;15M;21;2016-02-14 13:36;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;W4GKM;14098.9;20M;42;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KM3T;OM5CD;21090.26;15M;20;2016-02-14 13:36;Slovak Republic;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;LX9LARU;21085.86;15M;23;2016-02-14 13:36;Luxembourg;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;F5BSB;28090.56;10M;6;2016-02-14 13:36;France;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;SQ9V;21070.95;15M;11;2016-02-14 13:36;Poland;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;IZ1EPM/B;28173.0;10M;6;2016-02-14 13:36;Italy;  EU;CW;NA;EU;United States;  NA;null
KM3T;IK5TBI;28094.5;10M;9;2016-02-14 13:36;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
WA7LNW;W2GR;14099.3;20M;16;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
DK3UA;E74Y;7017.4;40M;21;2016-02-14 13:36;Bosnia-Herzegovina;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK3UA;YO2GL;7014.8;40M;14;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK3UA;LZ3V;7022.9;40M;9;2016-02-14 13:36;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
F6IIT;YO2GL;7014.9;40M;16;2016-02-14 13:36;Romania;  EU;CW;EU;EU;France;  EU;CQ
F6IIT;IK0SXU;14008.5;20M;19;2016-02-14 13:36;Italy;  EU;CW;EU;EU;France;  EU;CQ
PA1T;YO2GL;7014.9;40M;6;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Netherlands;  EU;CQ
UD4FD;YO4FTE;7020.9;40M;16;2016-02-14 13:36;Romania;  EU;CW;EU;EU;European Russia;  EU;CQ
W4KKN;K8MP;7116.0;40M;45;2016-02-14 13:36;United States;  NA;CW;NA;NA;United States;  NA;CQ
DO4DXA;EA1BD;21095.3;15M;22;2016-02-14 13:36;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DO4DXA;IZ1RYS;21094.5;15M;15;2016-02-14 13:36;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
JE1SGH;OM50CND;14022.0;20M;20;2016-02-14 13:36;Slovak Republic;  EU;CW;AS;EU;Japan;  AS;CQ
JE1SGH;IK0SXU;14008.4;20M;7;2016-02-14 13:36;Italy;  EU;CW;AS;EU;Japan;  AS;CQ
PA5FN;E71EEE;7033.6;40M;16;2016-02-14 13:36;Bosnia-Herzegovina;  EU;CW;EU;EU;Netherlands;  EU;CQ
OH8WW;9A2N;18088.1;17M;7;2016-02-14 13:36;Croatia;  EU;CW;EU;EU;Finland;  EU;CQ
IK3STG;YO2GL;7014.8;40M;34;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Italy;  EU;CQ
IK3STG;YO4FTE;7021.0;40M;20;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Italy;  EU;CQ
HA2KSD;LZ3V;7022.9;40M;45;2016-02-14 13:36;Bulgaria;  EU;CW;EU;EU;Hungary;  EU;CQ
DK9IP;YO2GL;7014.9;40M;11;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK9IP;YO4FTE;7021.0;40M;5;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
TF3Y;UN7AW;21014.9;15M;4;2016-02-14 13:36;European Russia;  EU;CW;EU;EU;Iceland;  EU;CQ
RU9CZD;3B8CF;21027.0;15M;7;2016-02-14 13:36;Mauritius;  AF;CW;EU;AF;European Russia;  EU;CQ
S50ARX;YO2GL;7014.8;40M;38;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Slovenia;  EU;CQ
S50ARX;EA8CYQ;21087.5;15M;12;2016-02-14 13:36;Spain;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;W2GR;14099.3;20M;16;2016-02-14 13:36;United States;  NA;RTTY;EU;NA;Slovenia;  EU;CQ
VK4CT;4Z5BU;21020.8;15M;21;2016-02-14 13:36;Israel;  AS;CW;OC;AS;Australia;  OC;CQ
S50ARX;YO4FTE;7021.0;40M;16;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Slovenia;  EU;CQ
S50ARX;IK8UND;14110.3;20M;25;2016-02-14 13:36;Italy;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;UT1AA;14112.7;20M;33;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;UA6CE;14083.7;20M;43;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;DL3SYA;14113.1;20M;51;2016-02-14 13:36;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;M0ECS;14059.5;20M;6;2016-02-14 13:36;England;  EU;CW;EU;EU;Slovenia;  EU;CQ
DR2W;NR2C;21120.2;15M;35;2016-02-14 13:36;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DR2W;YO2GL;7014.8;40M;8;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;ON4CT;14107.9;20M;8;2016-02-14 13:36;Belgium;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;YO4FTE;7020.9;40M;3;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;RA9AEA;21083.9;15M;36;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;IK8UND;14110.2;20M;31;2016-02-14 13:36;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;EA8CYQ;21087.4;15M;13;2016-02-14 13:36;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;IZ8IFL;14081.3;20M;33;2016-02-14 13:36;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;KY3X;21090.6;15M;24;2016-02-14 13:36;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DR2W;DJ8ES;21079.1;15M;33;2016-02-14 13:36;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
SV1DPJ;UT3QD;21082.0;15M;22;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV1DPJ;RU1AB;21081.7;15M;23;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Greece;  EU;CQ
HB9BXE;YO2GL;7014.8;40M;11;2016-02-14 13:36;Romania;  EU;CW;EU;EU;Switzerland;  EU;CQ
JF2IWL;RK4FF;14116.7;20M;19;2016-02-14 13:36;European Russia;  EU;RTTY;AS;EU;Japan;  AS;CQ
JF2IWL;LX7I;14079.1;20M;6;2016-02-14 13:36;Luxembourg;  EU;RTTY;AS;EU;Japan;  AS;CQ
NN3RP;VE4VT;7046.14;40M;15;2016-02-14 13:36;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
DL9GTB;9A5K;14080.5;20M;44;2016-02-14 13:36;Croatia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;WW4LL;21135.4;15M;30;2016-02-14 13:36;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;RK4FF;14116.7;20M;44;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;KY3X;21090.8;15M;30;2016-02-14 13:36;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;KA3GIK;21111.8;15M;47;2016-02-14 13:36;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;EA8CYQ;21087.5;15M;21;2016-02-14 13:36;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;RX1CQ;21108.4;15M;14;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;UW3U;21135.9;15M;27;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;OM5CD;21090.2;15M;14;2016-02-14 13:36;Slovak Republic;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;SP6IHE;28111.2;10M;12;2016-02-14 13:36;Poland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;K8SEU;14081.6;20M;34;2016-02-14 13:36;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;SP2MKI;21125.3;15M;35;2016-02-14 13:36;Poland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;RO9A;21139.3;15M;23;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
K1TTT;WC8D;10116.0;30M;22;2016-02-14 13:36;United States;  NA;CW;NA;NA;United States;  NA;CQ
K1TTT;IK4EATX;28024.1;10M;14;2016-02-14 13:36;Italy;  EU;CW;NA;EU;United States;  NA;CQ
R2AT;VE2GSO;21081.4;15M;21;2016-02-14 13:36;Canada;  NA;RTTY;EU;NA;European Russia;  EU;CQ
ON5KQ;DK3AES;14084.4;20M;26;2016-02-14 13:36;Fed. Rep. of Germany;  EU;CW;EU;EU;Belgium;  EU;CQ
ON5KQ;IK0SXU;14008.4;20M;15;2016-02-14 13:36;Italy;  EU;CW;EU;EU;Belgium;  EU;CQ
ON5KQ;4X6TU;28200.2;10M;18;2016-02-14 13:36;Israel;  AS;CW;EU;AS;Belgium;  EU;null
DJ3AK;IK0SXU;14008.4;20M;27;2016-02-14 13:36;Italy;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ3AK;HB9DNP;21010.8;15M;18;2016-02-14 13:36;Switzerland;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
SV8RV;IK0SXU;14008.3;20M;27;2016-02-14 13:36;Italy;  EU;CW;EU;EU;Greece;  EU;CQ
SV8RV;GM3W;14086.5;20M;14;2016-02-14 13:36;England;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;UR5IHD;21099.5;15M;13;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;G0EKP;21024.1;15M;3;2016-02-14 13:36;England;  EU;CW;EU;EU;Greece;  EU;CQ
SV8RV;SK6AW;14081.6;20M;20;2016-02-14 13:36;Sweden;  EU;RTTY;EU;EU;Greece;  EU;CQ
K9IMM;DK7OB;21050.8;15M;7;2016-02-14 13:36;Fed. Rep. of Germany;  EU;CW;NA;EU;United States;  NA;CQ
NC7J;KT1I;14100.98;20M;6;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
NC7J;XE2CQ;7042.17;40M;31;2016-02-14 13:36;Mexico;  NA;RTTY;NA;NA;United States;  NA;CQ
W3UA;9A2YM;24903.9;12M;31;2016-02-14 13:36;Croatia;  EU;CW;NA;EU;United States;  NA;CQ
W3UA;IK1Z;24912.3;12M;17;2016-02-14 13:36;Italy;  EU;CW;NA;EU;United States;  NA;CQ
KU7T;NC0DX;7057.7;40M;51;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
DF7GB;UN7AW;21015.1;15M;25;2016-02-14 13:36;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF7GB;IK0SXU;14008.4;20M;27;2016-02-14 13:36;Italy;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
WZ7I;OM5CD;21090.25;15M;22;2016-02-14 13:36;Slovak Republic;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;RO9A;21139.31;15M;31;2016-02-14 13:36;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;V55V;21101.9;15M;17;2016-02-14 13:36;Namibia;  AF;RTTY;NA;AF;United States;  NA;CQ
WZ7I;VE2GSO;21081.38;15M;25;2016-02-14 13:36;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;UN6LN;21117.6;15M;29;2016-02-14 13:36;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;DH0GHU;21123.6;15M;31;2016-02-14 13:36;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;EA1BD;21095.25;15M;16;2016-02-14 13:36;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;LB2TG;21144.27;15M;17;2016-02-14 13:36;Norway;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;LA3S;14107.59;20M;30;2016-02-14 13:36;Norway;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;YT5W;28097.9;10M;16;2016-02-14 13:36;Serbia;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;HG1S;21087.28;15M;43;2016-02-14 13:36;Hungary;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;WW4LL;21135.44;15M;17;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;GM3W;14086.5;20M;33;2016-02-14 13:36;England;  EU;RTTY;NA;EU;United States;  NA;CQ
JK4USW;AC0C;7055.7;40M;9;2016-02-14 13:36;United States;  NA;RTTY;AS;NA;Japan;  AS;CQ
JK4USW;VR2VIY;7040.3;40M;18;2016-02-14 13:36;Hong Kong;  AS;RTTY;AS;AS;Japan;  AS;CQ
JK4USW;RD0L;7045.9;40M;30;2016-02-14 13:36;European Russia;  EU;RTTY;AS;EU;Japan;  AS;CQ
DF4UE;EB3DWG;14072.3;20M;22;2016-02-14 13:36;Spain;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;YO2IS;14091.03;20M;38;2016-02-14 13:36;Romania;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;ZX2B;28084.03;10M;27;2016-02-14 13:36;Brazil;  SA;RTTY;EU;SA;Fed. Rep. of Germany;  EU;CQ
DF4UE;EA8CYQ;21087.51;15M;23;2016-02-14 13:36;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;UT1AA;14112.72;20M;28;2016-02-14 13:36;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;SP6IHE;28111.22;10M;10;2016-02-14 13:36;Poland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;N3QE;21127.42;15M;24;2016-02-14 13:36;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DF4UE;HG1S;21087.28;15M;23;2016-02-14 13:36;Hungary;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;GM3W;14086.54;20M;46;2016-02-14 13:36;England;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;R1TJ;21071.8;15M;34;2016-02-14 13:36;European Russia;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
KB9AMG;NA6O;7051.5;40M;26;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KB9AMG;AD5XD;7053.6;40M;30;2016-02-14 13:36;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
